Application_ID,Applicant_Name,Business_Name,Application_Date,Business_Address,Premises_Type,Applicant_Type,Seating_Capacity,Area_Type,Previous_Licenses_Held,Compliance_History,Tax_Compliance_Status,Premises_Ownership,Business_Longevity,Licensed_Areas,Automated_Liquor_Dispensers,Lineups_on_Public_Property,Ancillary_Areas,Proximity_to_Residential_Area,Proximity_to_School,Fire_Safety_Certificate,Municipal_Approval,Is_Renewal,Risk_Score,Risk_Classification,Licensing_Decision,Application_Status
LSL-00120,Brenda Williams,Taylor-Schmidt,2022-11-08 9:07:06,"16472 Kurt Cove Apt. 692, Hamilton, ON, Y2V 8G4",Art Gallery,Association,123,Outdoor,No,Multiple,Compliant,No,Less than 1 year,VIP Rooms,No,No,Yes,Yes,No,Valid,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00122,Robert Williams,Brooks-Anderson,2024-06-12 4:29:31,"44522 Watson Ridges Apt. 209, Markham, ON, B1J 7J1",Arcade-style Facility,Association,172,Outdoor,No,Severe,Non-Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,Yes,Expired,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00123,Cynthia Middleton,Cooper-Rogers,2023-10-15 14:26:55,"1897 Henderson Ramp Apt. 176, Vaughan, ON, V4N8E2",Educational Facility-Under 19 yrs of age,First Nations,239,Outdoor,No,Minor,Non-Compliant,Yes,Less than 1 year,None,Yes,No,No,Yes,Yes,Expired,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00124,Amy Foster,Sanchez Inc,2023-05-21 0:40:28,"4631 Hart Orchard, Markham, ON, E7N 2G7",Department Store,Provincial Government,271,Outdoor,No,Minor,Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,Yes,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00125,Lisa Sutton,Moore-Joseph,2024-07-17 2:11:55,"2464 Mathews Orchard Suite 556, Hamilton, ON, P6M 7A5",Big Box Retail Store,Estate/Trust,298,Both,Yes,None,Non-Compliant,No,1-5 years,None,Yes,Yes,No,Yes,Yes,Expired,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00127,Amanda Mora,Gilbert-Day,2023-01-26 23:52:01,"79493 Miller Bridge Suite 755, Richmond Hill, ON, N5P 8X1",Art Gallery,Limited Partnership,109,Indoor,Yes,Multiple,Non-Compliant,Yes,Less than 1 year,None,Yes,No,No,Yes,Yes,Valid,Approved,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00130,Charles Hebert,Garcia-Rodgers,2024-01-09 22:44:59,"392 Jerry Turnpike, Hamilton, ON, P5L 7A8",Spa,Limited Partnership,157,Both,Yes,Multiple,Compliant,No,1-5 years,Outdoor Seating,Yes,No,No,No,Yes,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00131,Elizabeth Mckenzie,Obrien-Sullivan,2024-06-23 12:47:18,"6983 Rodriguez Highway Apt. 239, London, ON, G1L7P7",Bingo Hall,Partnership,297,Outdoor,No,Minor,Non-Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,No,No,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00133,Dr. Christy Wilkerson,"Mckay, Pruitt and Barron",2022-11-14 12:10:06,"72733 Freeman Corner, Vaughan, ON, G1E 5P8",Educational Facility-Under 19 yrs of age,Corporation,51,Outdoor,Yes,Multiple,Non-Compliant,Yes,Less than 1 year,VIP Rooms,No,Yes,Yes,No,Yes,Valid,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00136,Dustin Torres,Chase and Sons,2023-05-17 14:10:39,"9414 Morales Lodge, Markham, ON, M9X1G3",Other,Sole Proprietor,113,Both,No,None,Compliant,Yes,Less than 1 year,None,No,Yes,Yes,Yes,No,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00137,Kenneth Schneider,Davidson-Thornton,2023-10-14 21:29:44,"4501 Adams Green, Windsor, ON, K6K 4N8",Military,Corporation,90,Indoor,Yes,None,Non-Compliant,No,More than 5 years,Outdoor Seating,No,No,No,Yes,Yes,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00138,Edward Petty,Lewis Inc,2024-08-22 5:12:59,"0417 Jeremy Stravenue Apt. 460, Mississauga, ON, A4B 9J7",Golf Course,Association,115,Outdoor,No,Severe,Non-Compliant,Yes,1-5 years,None,Yes,No,No,Yes,No,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00140,Thomas Cox,Marshall PLC,2023-09-11 6:53:41,"273 Harvey Vista Suite 185, Brampton, ON, P7S 5P1",Speciality Food Store,First Nations,265,Both,Yes,Minor,Non-Compliant,No,More than 5 years,None,No,Yes,Yes,Yes,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00142,Christina Rivera,"Moody, Hill and Smith",2023-11-26 22:08:53,"46109 Laura Locks, Vaughan, ON, V7N 2V9",Spa,Association,207,Indoor,Yes,Multiple,Non-Compliant,No,More than 5 years,None,No,Yes,Yes,No,Yes,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00143,Mallory Jones,"Ortega, Blake and Watts",2024-05-23 4:40:33,"6563 Robin Parkway, Ottawa, ON, K2B 3T9",Funeral Home,Association,184,Both,No,Severe,Non-Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,Yes,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00146,Dalton Brown,Brown Group,2024-03-06 9:05:40,"5012 Gallagher Cliffs Suite 066, Kitchener, ON, S1M 8T7",Bowling Alley,Limited Partnership,166,Outdoor,No,Minor,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Valid,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00147,Allison Tran,Watson-Perez,2023-03-03 10:18:16,"9030 Levine Corners Apt. 970, Brampton, ON, N3H9T3",Auditorium,First Nations,201,Indoor,No,Multiple,Non-Compliant,No,1-5 years,VIP Rooms,Yes,No,No,Yes,No,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00151,Daniel Johnson,Cole Ltd,2024-07-25 6:18:45,"5249 Tina Parkway Suite 325, Mississauga, ON, E3V 7X1",Automotive / Marina,Estate/Trust,230,Both,Yes,Multiple,Non-Compliant,No,Less than 1 year,None,Yes,No,No,Yes,No,Expired,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00153,Ronald Estrada,Riddle-Mahoney,2023-12-23 21:05:59,"263 Collins Stream Suite 871, Mississauga, ON, H1V4R3",Retirement Residence,Sole Proprietor,65,Indoor,Yes,Multiple,Compliant,Yes,Less than 1 year,VIP Rooms,Yes,Yes,No,Yes,No,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00156,Angela Murphy,Chapman Ltd,2024-06-13 7:04:27,"064 Daniel Curve, London, ON, T4C 3H1",Speciality Food Store,Federal Government,83,Indoor,No,Minor,Non-Compliant,No,More than 5 years,Outdoor Seating,Yes,Yes,No,Yes,No,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00157,Timothy Yu,Peterson LLC,2022-11-18 10:04:42,"47927 Foster Lakes Apt. 461, Vaughan, ON, C6S6M7",Historical Site / Landmark,Corporation,284,Both,Yes,Multiple,Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,Yes,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00158,Steven Rangel,Martinez-Fisher,2024-04-05 20:19:07,"5693 Amy Turnpike, London, ON, M8N6G9",Restaurant (Franchise),Association,298,Indoor,Yes,Severe,Compliant,No,Less than 1 year,Outdoor Seating,Yes,Yes,Yes,No,No,Expired,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00159,Christina Simmons,Hill Ltd,2024-06-15 16:27:22,"16758 Nielsen Plains Suite 287, Vaughan, ON, V9J6M6",Billiard / Pool Hall,Federal Government,57,Both,No,Minor,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,No,No,No,Expired,Pending,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00160,James Woods,"Smith, Reyes and Wu",2023-06-18 15:57:20,"6938 Williams Fords, Markham, ON, Y3R6V6",Hair Salon / Barber Shop,Association,247,Outdoor,No,None,Non-Compliant,Yes,1-5 years,None,No,No,Yes,Yes,No,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00161,Laura Fernandez,Grimes-Mills,2023-12-16 3:05:21,"11405 Brian Mission Suite 731, Vaughan, ON, H4K1K5",Bowling Alley,Sole Proprietor,130,Indoor,No,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,Yes,Yes,Valid,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00162,Megan Watts,Wood-Brown,2022-12-01 12:06:13,"96643 Nicholas Lodge Suite 468, Toronto, ON, R9V2N7",Other,Municipality,269,Both,No,Multiple,Non-Compliant,No,Less than 1 year,VIP Rooms,Yes,No,No,No,No,Valid,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00163,Michael Robinson,"Johnson, Flores and Harris",2023-09-09 20:47:46,"5731 Allen Corner, London, ON, H3H3E8",Internet Cafe,First Nations,50,Both,Yes,Severe,Non-Compliant,No,More than 5 years,None,No,Yes,Yes,No,No,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00164,Jennifer Robinson,"Butler, Richardson and Jones",2024-07-19 20:03:01,"17367 Karen Valleys, Ottawa, ON, M4E5J8",Banquet Hall,Association,219,Indoor,No,None,Non-Compliant,No,1-5 years,None,Yes,Yes,Yes,No,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00168,Taylor Herrera,Pratt PLC,2022-11-02 19:40:27,"818 Matthews Estate, Ottawa, ON, A6R2S9",Restaurant / Club,Provincial Government,246,Both,No,None,Compliant,No,More than 5 years,Outdoor Seating,No,No,Yes,Yes,Yes,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00169,John Francis,Perez Group,2023-06-17 11:59:27,"4750 Diaz Common Suite 227, Vaughan, ON, E7M7N3",Spa,Sole Proprietor,240,Indoor,Yes,None,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,No,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00170,Kenneth Smith,Thompson-Davidson,2023-12-21 5:32:07,"6733 Tracy Stravenue, Toronto, ON, X8H 7H1",Automotive / Marina,Limited Partnership,147,Indoor,No,Multiple,Compliant,No,1-5 years,None,Yes,Yes,Yes,No,Yes,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00171,Derrick Escobar,Turner-Phillips,2023-08-29 19:03:56,"4206 Debra Ville, Richmond Hill, ON, E5G9S3",General Store,Limited Partnership,185,Indoor,No,None,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,No,No,No,No,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00173,Caitlin Herman,Martinez LLC,2022-12-26 16:31:58,"43163 Dustin Plains, Vaughan, ON, B1Y7S2",Night Club,Estate/Trust,135,Both,No,Multiple,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00174,Bobby Bridges,Bennett Ltd,2024-10-17 1:44:17,"103 Perry Fall Apt. 272, Vaughan, ON, T3T9S6",Other,Partnership,262,Both,Yes,Severe,Compliant,No,1-5 years,Outdoor Seating,Yes,Yes,No,No,No,Valid,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00175,Matthew Drake,"Owens, Kelley and Williamson",2023-03-22 21:08:50,"397 Stuart Underpass Apt. 377, Kitchener, ON, B6L 6E6",Auditorium,First Nations,213,Outdoor,No,Minor,Compliant,No,Less than 1 year,None,Yes,Yes,Yes,No,Yes,Valid,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00179,Amanda Shea,"Chang, Brown and Matthews",2023-07-15 21:30:56,"27745 Michael Skyway Suite 330, Windsor, ON, B8X 7V9",Golf Course,Federal Government,95,Both,Yes,Multiple,Non-Compliant,Yes,1-5 years,Outdoor Seating,No,No,Yes,Yes,No,Expired,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00180,Kristen Gutierrez,"Butler, Hernandez and Chavez",2022-11-01 17:07:35,"8184 Blackburn Key, Toronto, ON, E9C 6T7",Train,Municipality,258,Outdoor,Yes,Multiple,Compliant,No,More than 5 years,Outdoor Seating,Yes,Yes,No,No,No,Valid,Approved,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00181,Amanda Mccormick,Torres-Kennedy,2023-06-07 0:02:46,"50135 Perez Overpass Suite 316, Kitchener, ON, A2G7R7",Stadium,First Nations,153,Both,Yes,Minor,Non-Compliant,No,1-5 years,Outdoor Seating,Yes,No,No,Yes,Yes,Valid,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00182,Steven Adkins,"Goodman, Guerrero and Keith",2022-10-31 14:48:24,"2513 Ross Flat, Windsor, ON, K7J5S1",Military,Corporation,188,Both,Yes,None,Non-Compliant,Yes,Less than 1 year,VIP Rooms,No,Yes,Yes,Yes,No,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00185,Rodney Boyd,Duncan-Robertson,2024-05-03 21:58:34,"99763 Lee Lodge, Richmond Hill, ON, R1M 1P8",Specialty Merchandise Store,Sole Proprietor,58,Outdoor,Yes,None,Compliant,No,Less than 1 year,VIP Rooms,No,No,No,No,Yes,Expired,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00187,Kaylee Marquez,Garcia Ltd,2023-12-24 10:07:51,"30637 Padilla Flats, Vaughan, ON, N4G 9R3",Place of Worship,Partnership,239,Both,No,Multiple,Compliant,No,Less than 1 year,VIP Rooms,Yes,No,Yes,No,Yes,Expired,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00190,Pam Hughes,Levine Group,2023-02-13 13:00:45,"2344 Jade Oval Suite 730, Mississauga, ON, R8K4K4",General Store,Corporation,163,Outdoor,Yes,Minor,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,No,Yes,No,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00191,Elizabeth Larsen,"Herrera, Gibson and Morris",2023-09-23 9:11:38,"2752 Sherry Extensions, Toronto, ON, R3X 9X1",Art Gallery,Limited Partnership,152,Both,No,Severe,Non-Compliant,No,Less than 1 year,None,Yes,No,No,No,No,Valid,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00192,Marcus Holland,Valentine-Williams,2023-04-21 2:45:47,"4773 Smith Village, Vaughan, ON, N5M 2E9",Spa,Provincial Government,88,Outdoor,No,None,Non-Compliant,No,Less than 1 year,None,Yes,No,No,Yes,No,Valid,Approved,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00193,Louis Mitchell,Kelley-Conway,2023-08-12 10:22:16,"309 Henderson Mountains Suite 365, Windsor, ON, L8X 9P1",Educational Facility-Over 19 yrs of age,First Nations,60,Indoor,No,Minor,Compliant,Yes,More than 5 years,VIP Rooms,Yes,No,No,No,Yes,Expired,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00194,Jeffrey Henderson,"Barnes, Baker and Perkins",2024-05-12 4:59:55,"18647 Roth Circle Suite 815, Toronto, ON, R2J 8M4",Banquet Hall,Estate/Trust,178,Both,No,None,Compliant,Yes,More than 5 years,VIP Rooms,No,Yes,No,No,Yes,Valid,Pending,No,7,Moderate,Conditional Approval,Human Reviewed
LSL-00195,Christina Wallace,"Whitehead, Riley and Welch",2023-02-10 5:30:08,"88005 Newton Crest, Brampton, ON, L8L 2K7",Restaurant / Club,Sole Proprietor,66,Indoor,No,Minor,Non-Compliant,No,Less than 1 year,None,No,No,No,No,Yes,Expired,Pending,Yes,10,Moderate,Conditional Approval,Human Reviewed
LSL-00196,Victoria Lee,Perez LLC,2022-12-12 12:12:34,"5784 Rebecca Pines, Brampton, ON, Y7Y3C7",General Store,Municipality,66,Indoor,Yes,Minor,Non-Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,Yes,Yes,No,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00197,Ashley Greene,Martin-Bass,2024-04-22 4:35:47,"8331 Christopher Roads Apt. 443, Brampton, ON, R3M5V7",Motion Picture Theatre,Limited Partnership,122,Both,No,Multiple,Compliant,No,More than 5 years,VIP Rooms,Yes,Yes,No,Yes,Yes,Expired,Pending,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00198,Dominic James,Cole PLC,2024-07-30 21:27:04,"4869 Alexandra Vista Apt. 218, Vaughan, ON, N7H1M7",Bar / Sports Bar,Corporation,158,Indoor,No,Severe,Non-Compliant,No,Less than 1 year,None,No,No,No,No,No,Valid,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00201,Sarah Norton,Larsen LLC,2024-08-09 3:24:09,"47204 Mary Lakes, Vaughan, ON, E6H 4E2",Military,Municipality,170,Both,No,Severe,Non-Compliant,Yes,More than 5 years,None,Yes,Yes,Yes,Yes,No,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00205,Robert Thomas,Hanson Ltd,2024-09-08 11:36:15,"43657 Omar Forest Suite 358, London, ON, V3C8H2",Internet Cafe,First Nations,284,Outdoor,Yes,Multiple,Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,Yes,Yes,No,Valid,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00206,Christopher Goodman,Garcia PLC,2023-07-20 10:19:20,"96136 Steven Expressway, Ottawa, ON, S2R6L8",Convenient Store,Federal Government,80,Both,Yes,Multiple,Non-Compliant,Yes,1-5 years,None,Yes,No,Yes,Yes,No,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00209,Ronnie Long,Stewart and Sons,2024-06-02 8:24:12,"183 Hernandez Harbors Apt. 188, Vaughan, ON, J1N4A1",Restaurant / Club,Municipality,258,Indoor,Yes,Minor,Compliant,No,Less than 1 year,VIP Rooms,Yes,Yes,Yes,No,No,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00210,James Jacobson,Weiss-Daniels,2023-11-28 7:55:37,"436 Ponce Estate Apt. 973, Richmond Hill, ON, Y9K 7M5",Bingo Hall,Federal Government,241,Both,No,Minor,Compliant,Yes,Less than 1 year,None,Yes,Yes,Yes,Yes,No,Valid,Approved,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00211,Stephen Robinson,Romero-Wilson,2024-10-10 15:18:27,"5398 Alvarado Pine Suite 572, London, ON, J3S 1B4",Department Store,Partnership,230,Both,Yes,Multiple,Non-Compliant,No,1-5 years,None,No,Yes,No,No,No,Expired,Approved,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00212,Dean Barnett,Mckenzie Group,2024-05-18 14:38:16,"4794 Ronnie Canyon, Markham, ON, L6Y6M9",Specialty Merchandise Store,Association,240,Outdoor,No,Severe,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,Yes,Yes,No,No,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00213,Erin Wallace,"Simmons, Adkins and Frost",2023-01-12 21:15:52,"95986 Betty Lake Apt. 055, Mississauga, ON, K7V6T6",Bowling Alley,Association,75,Both,No,Minor,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,No,No,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00214,Tracy Hernandez,Taylor-Clements,2024-05-06 15:32:15,"660 Christensen Rapids, Kitchener, ON, M7H 1H1",Restaurant / Bar,Partnership,145,Outdoor,No,Minor,Non-Compliant,No,Less than 1 year,None,Yes,No,No,No,Yes,Valid,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00216,Erica White,"Bryant, Ray and Walton",2022-11-29 10:16:54,"792 Hebert Ranch, London, ON, N8K 7V7",Stadium,Association,258,Indoor,No,Minor,Non-Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,No,Yes,No,Valid,Approved,Yes,12,Moderate,Conditional Approval,Human Reviewed
LSL-00219,Donald Cannon,"Jensen, Phillips and Burns",2024-10-10 9:33:22,"7445 Leah Drives, Mississauga, ON, B9S6A7",Historical Site / Landmark,Municipality,268,Both,Yes,None,Compliant,No,Less than 1 year,Outdoor Seating,No,Yes,No,No,Yes,Valid,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00220,Andrew Johnson,Perez Ltd,2023-08-17 18:52:31,"421 Gilmore Lake Apt. 007, Toronto, ON, H1H 6K3",Restaurant / Bar,Municipality,126,Outdoor,No,Severe,Non-Compliant,Yes,Less than 1 year,VIP Rooms,Yes,No,Yes,No,Yes,Expired,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00222,Nancy Mcgrath,Taylor-Pena,2023-07-12 8:12:30,"1529 Gonzalez Stravenue, London, ON, L5L 6E6",Billiard / Pool Hall,Limited Partnership,299,Both,No,Minor,Non-Compliant,Yes,More than 5 years,Outdoor Seating,Yes,Yes,Yes,Yes,Yes,Valid,Pending,Yes,11,Moderate,Conditional Approval,Human Reviewed
LSL-00223,Marcia Wilson,"Watson, Hansen and Gonzalez",2024-03-27 15:34:09,"7807 Jackson Parks, Kitchener, ON, B2V 4N7",Restaurant,Provincial Government,147,Indoor,No,None,Non-Compliant,Yes,More than 5 years,Outdoor Seating,No,Yes,Yes,No,Yes,Valid,Approved,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00224,Rachel Melton,Blair Ltd,2023-03-17 3:06:44,"32366 Dunn Via Apt. 601, Windsor, ON, M9Y2B8",Train,Partnership,101,Outdoor,Yes,None,Non-Compliant,No,1-5 years,Outdoor Seating,No,No,Yes,No,Yes,Expired,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00226,Samuel Bradford,Larson-Johnson,2023-07-07 11:10:01,"73671 Kelly Road, Kitchener, ON, J2K 6N7",Restaurant (Franchise),Corporation,161,Both,Yes,Severe,Compliant,Yes,Less than 1 year,None,No,Yes,No,Yes,No,Expired,Pending,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00227,Charles Horne,Hanna Ltd,2023-02-05 14:10:28,"4108 Cynthia Ferry Suite 020, Hamilton, ON, P9B 4R3",Social Club,Corporation,185,Indoor,Yes,Severe,Non-Compliant,Yes,Less than 1 year,Outdoor Seating,No,Yes,Yes,No,No,Expired,Pending,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00228,Brent Clark,Mayo PLC,2024-05-20 19:15:36,"070 Ballard Cliff Apt. 549, Brampton, ON, L9E5T5",Arcade-style Facility,Partnership,154,Outdoor,No,Minor,Non-Compliant,Yes,1-5 years,VIP Rooms,Yes,No,No,Yes,Yes,Valid,Approved,No,12,Moderate,Conditional Approval,Human Reviewed
LSL-00229,Scott Keller,Black Ltd,2024-04-17 2:34:23,"94410 Barnes Hill, Markham, ON, Y2C 1P9",Automotive / Marina,Sole Proprietor,282,Outdoor,Yes,Severe,Non-Compliant,No,More than 5 years,VIP Rooms,No,No,No,Yes,No,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00230,Victor Montes,"Douglas, Petersen and Johnson",2023-10-25 15:14:20,"646 Cynthia Point, Ottawa, ON, M7H4J1",Boat,Association,91,Indoor,No,Severe,Non-Compliant,No,1-5 years,None,Yes,No,No,No,No,Expired,Pending,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00235,David Blevins,"Haas, Brown and Lewis",2023-06-25 10:57:11,"3031 Eaton Village, Kitchener, ON, B1Y1H4",Military,Provincial Government,195,Both,No,Multiple,Compliant,Yes,1-5 years,Outdoor Seating,Yes,Yes,Yes,Yes,No,Expired,Pending,No,10,Moderate,Conditional Approval,Human Reviewed
LSL-00236,Lauren Hernandez,Hernandez Inc,2024-04-14 10:57:21,"286 Simon Harbor Apt. 259, London, ON, H2R 1H2",Banquet Hall,First Nations,135,Outdoor,Yes,Multiple,Compliant,Yes,Less than 1 year,None,Yes,No,Yes,No,Yes,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00237,Nicholas Hall,Gibson-Medina,2024-08-06 19:14:15,"7138 Michael Junctions, Toronto, ON, R9Y 9R1",Community Centre,Federal Government,180,Indoor,Yes,None,Compliant,No,More than 5 years,VIP Rooms,No,Yes,No,Yes,Yes,Valid,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00239,Tammy Allen,Barnes and Sons,2023-05-26 9:35:23,"2558 Roberts Stravenue Apt. 669, Brampton, ON, R1P 9H7",Automotive / Marina,Association,192,Both,No,Multiple,Non-Compliant,No,More than 5 years,None,No,Yes,No,Yes,No,Expired,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00240,Elizabeth Bauer,Scott-Carroll,2023-06-28 11:57:27,"57399 Jackson Motorway, Mississauga, ON, Y6X7M6",Hair Salon / Barber Shop,Limited Partnership,128,Indoor,Yes,Minor,Compliant,No,Less than 1 year,Outdoor Seating,Yes,No,Yes,No,Yes,Valid,Approved,Yes,8,Moderate,Conditional Approval,Human Reviewed
LSL-00241,Julie Paul,Daniels Group,2023-03-22 16:55:17,"87312 Chavez Shoal, London, ON, J1G7V8",Educational Facility-Over 19 yrs of age,Association,230,Indoor,Yes,Minor,Compliant,No,Less than 1 year,None,Yes,No,Yes,Yes,Yes,Expired,Pending,No,11,Moderate,Conditional Approval,Human Reviewed
LSL-00243,Jennifer Sanchez,Taylor LLC,2023-09-27 4:33:50,"6298 Beltran Loaf Suite 574, Richmond Hill, ON, C4B9E2",Funeral Home,Provincial Government,107,Outdoor,Yes,Minor,Compliant,No,More than 5 years,VIP Rooms,No,Yes,Yes,Yes,Yes,Expired,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
LSL-00244,Bobby Edwards,Williams-Valdez,2023-06-05 3:16:59,"3432 Matthew Land Apt. 233, Kitchener, ON, B8M1Y5",Restaurant,Provincial Government,84,Indoor,No,Multiple,Compliant,Yes,1-5 years,Outdoor Seating,Yes,No,Yes,Yes,Yes,Expired,Approved,Yes,9,Moderate,Conditional Approval,Human Reviewed
LSL-00245,Janice Hurley,"Johnson, Rodriguez and Nelson",2023-06-09 17:15:48,"6884 Aguilar Harbor Apt. 731, Brampton, ON, E7A5V6",Auditorium,Municipality,236,Outdoor,No,Multiple,Non-Compliant,Yes,More than 5 years,None,No,Yes,No,No,Yes,Expired,Pending,No,8,Moderate,Conditional Approval,Human Reviewed
LSL-00247,Tyler Jones,Jones-Kelly,2024-02-08 23:13:30,"6970 Espinoza Route Apt. 458, Mississauga, ON, L2G1P2",Grocery Store,Provincial Government,78,Outdoor,No,Minor,Compliant,Yes,Less than 1 year,Outdoor Seating,No,No,No,No,Yes,Valid,Approved,No,9,Moderate,Conditional Approval,Human Reviewed
LSL-00248,Richard Rivas,"Porter, Bryant and Hoffman",2023-10-23 5:05:31,"3671 Mary Landing, Richmond Hill, ON, A7X 8K1",Community Centre,First Nations,162,Both,No,Multiple,Compliant,No,1-5 years,None,No,Yes,No,Yes,No,Expired,Approved,Yes,7,Moderate,Conditional Approval,Human Reviewed
